signe	nom_propose	hpo_id	label_hpo	n	choix	arbitre	verdict_next	nom_next
Almost absent ossification of the skull vault	Thin calvarium	HP:0010539	Thin calvarium	1	HP:0005623	next:AUTRE Absent ossification of the calvarium ?	AUTRE	Absent ossification of the calvarium
Alopecia at birth	Alopecia	HP:0001596	Alopecia	1	HP:0001596	next:AUTRE Congenital alopecia ?	AUTRE	Congenital alopecia
Altered densities of the thalami and globus pallidi	Abnormality of the thalamus	HP:0010663	Abnormal thalamus morphology	1	HP:0010663+HP:0002134	next:AUTRE Abnormal basal ganglia morphology ?	AUTRE	Abnormal basal ganglia morphology
Angiomatous nevi	Hemangioma	HP:0001028	Hemangioma	1	HP:0001028	next:AUTRE Cutaneous hemangioma ?	AUTRE	Cutaneous hemangioma
Anomalous head posture	Abnormality of refraction	HP:0000539	Abnormality of refraction	1	HP:0031705	next:AUTRE Abnormal head posture ?	AUTRE	Abnormal head posture
Anterior clefts of vertebral bodies	Vertebral segmentation defect	HP:0003422	Vertebral segmentation defect	1	HP:0009761	next:AUTRE Anterior vertebral body cleft ?	AUTRE	Anterior vertebral body cleft
Anterior concavity of vertebral bodies	Anterior beaking of vertebral bodies	HP:0004568	Beaking of vertebral bodies	1	HP:0004611	next:AUTRE Concave anterior vertebral body ?	AUTRE	Concave anterior vertebral body
Anterior ectopia of external genitalia	Ectopic anus	HP:0004397	Ectopic anus	1	PARENT:HP:0000811	next:AUTRE Abnormality of external genitalia ?	AUTRE	Abnormality of external genitalia
Aortic dilation	Aortic aneurysm	HP:0004942	Aortic aneurysm	1	HP:0004942	next:AUTRE Dilated aortic root ?	AUTRE	Dilated aortic root
Arterial aneurysm	Aneurysm	HP:0002617	Vascular dilatation	1	HP:0002617	next:AUTRE Arterial aneurysm ?	AUTRE	Arterial aneurysm
Arthritic changes in hips	Hip osteoarthritis	HP:0008843	Hip osteoarthritis	1	HP:0008843	next:AUTRE Hip arthritis ?	AUTRE	Hip arthritis
arthritis involving the metacarpophalangeal joint	Arthritis	HP:0001369	Arthritis	1	HP:0001369	next:AUTRE Arthritis of the metacarpophalangeal joints ?	AUTRE	Arthritis of the metacarpophalangeal joints
Asymmetric muscle growth	Muscle atrophy	HP:0003202	Skeletal muscle atrophy	1	HP:0100555	next:AUTRE Asymmetric limb muscle atrophy ?	AUTRE	Asymmetric limb muscle atrophy
Asymmetric shortening of the extremities	Asymmetric limb shortening	HP:0100556	Hemiatrophy	1	HP:0009826	next:AUTRE Asymmetric limb undergrowth ?	AUTRE	Asymmetric limb undergrowth
Asymmetric shortening of the long bones	Asymmetric limb shortening	HP:0100556	Hemiatrophy	1	HP:0009826	next:AUTRE Asymmetric limb undergrowth ?	AUTRE	Asymmetric limb undergrowth
Atonic-myoclonic-absence seizures	Atonic seizures	HP:0010819	Atonic seizure	1	HP:0010819+HP:0032794+HP:0002121	next:AUTRE Atonic-myoclonic-absence seizures ?	AUTRE	Atonic-myoclonic-absence seizures
Atretic/small external auditory canals	Atresia of the external auditory canal	HP:0000413	Atresia of the external auditory canal	1	HP:0000413+HP:0000402	next:AUTRE Hypoplasia of the external auditory canal ?	AUTRE	Hypoplasia of the external auditory canal
Atrophic skin lesion/aplasia cutis congenita/scarring	Aplasia cutis congenita	HP:0001057	Aplasia cutis congenita	1	HP:0001057	next:AUTRE Aplasia cutis congenita ?	AUTRE	Aplasia cutis congenita
Atrophy of the basal ganglia and cerebellum	Cerebellar atrophy	HP:0001272	Cerebellar atrophy	1	HP:0001272+HP:0002134	next:AUTRE Cerebellar atrophy ?	AUTRE	Cerebellar atrophy
Atrophy of the calf muscle	Muscle atrophy	HP:0003202	Skeletal muscle atrophy	1	HP:0008944	next:AUTRE Skeletal muscle atrophy of the lower limb ?	AUTRE	Skeletal muscle atrophy of the lower limb
Attenuated full-field electroretinogram	Abnormal electroretinogram	HP:0000512	Abnormal electroretinogram	1	HP:0030466	next:AUTRE Abnormal electroretinogram amplitude ?	AUTRE	Abnormal electroretinogram amplitude
Fibrosis	Hepatic fibrosis	HP:0001395	Hepatic fibrosis	5	NON	next:AUTRE Retinal fibrosis ?	AUTRE	Retinal fibrosis
Organomegaly	Visceromegaly	HP:0003271	Visceromegaly	5	HP:0003271	next:AUTRE Abnormality of the viscera ?	AUTRE	Abnormality of the viscera
Speech impairment	Abnormal speech pattern	HP:0002167	Abnormal speech pattern	5	PARENT:HP:0002167	next:AUTRE Abnormal speech prosody ?	AUTRE	Abnormal speech prosody
Anterior wedging of vertebral bodies	Vertebral wedging	HP:0008422	Vertebral wedging	4	HP:0008422	next:AUTRE Anterior wedging of the vertebral bodies ?	AUTRE	Anterior wedging of the vertebral bodies
Behavior problems	Behavioral abnormality	HP:0000708	Atypical behavior	4	HP:0000708	next:AUTRE Abnormal behavior ?	AUTRE	Abnormal behavior
Broad thorax	Shield chest	HP:0000914	Shield chest	4	HP:0000914	next:AUTRE Broad thorax ?	AUTRE	Broad thorax
developmental and epileptic encephalopathy	Epileptic encephalopathy	HP:0200134	Epileptic encephalopathy	4	HP:0200134	next:AUTRE Developmental and epileptic encephalopathy ?	AUTRE	Developmental and epileptic encephalopathy
Hyperpigmentation	Irregular hyperpigmentation	HP:0007400	Irregular hyperpigmentation	4	HP:0000953	next:AUTRE Hyperpigmentation ?	AUTRE	Hyperpigmentation
Hypoplasia of the basilar portions of the ilia	Hypoplastic ilia	HP:0000946	Hypoplastic ilia	4	HP:0008824	next:AUTRE Hypoplasia of the iliac body ?	AUTRE	Hypoplasia of the iliac body
Iron deficiency	Abnormality of iron homeostasis	HP:0011031	Abnormality of iron homeostasis	4	PARENT:HP:0011031	next:AUTRE Iron deficiency anemia ?	AUTRE	Iron deficiency anemia
Narrow ilia	Narrow pelvis bone	HP:0003275	Narrow pelvis bone	4	PARENT:HP:0002867	next:AUTRE Narrow ilium ?	AUTRE	Narrow ilium
neuropsychiatric changes	Personality changes	HP:0000751	Personality changes	4	PARENT:HP:0011446	next:AUTRE Abnormality of mental function ?	AUTRE	Abnormality of mental function
Refractory seizures	Seizure	HP:0001250	Seizure	4	HP:0001250	next:AUTRE Intractable epilepsy ?	AUTRE	Intractable epilepsy
Short trunk with prominent abdomen	Protuberant abdomen	HP:0001538	Protuberant abdomen	4	HP:0001538	next:AUTRE Short trunk ?	AUTRE	Short trunk
Vertical talus	Talipes calcaneovarus	HP:0008124	Talipes calcaneovarus	4	HP:0001838	next:AUTRE Vertical talus ?	AUTRE	Vertical talus
Bullae	Abnormal blistering of the skin	HP:0008066	Abnormal blistering of the skin	3	HP:0008066	next:AUTRE Blistering skin lesions ?	AUTRE	Blistering skin lesions
Callus formation	Hyperplastic callus formation	HP:0030268	Hyperplastic callus formation	3	NON	next:AUTRE Fracture with callus formation ?	AUTRE	Fracture with callus formation
dilated aortic root	Aortic root aneurysm	HP:0002616	Aortic root aneurysm	3	HP:0002616	next:AUTRE Dilated aortic root ?	AUTRE	Dilated aortic root
esophageal dysmotility	Abnormal esophagus physiology	HP:0025270	Abnormal esophagus physiology	3	PARENT:HP:0025270	next:AUTRE Esophageal dysmotility ?	AUTRE	Esophageal dysmotility
Hemorrhage	Abnormal bleeding	HP:0001892	Abnormal bleeding	3	HP:0001892	next:AUTRE Hemorrhage ?	AUTRE	Hemorrhage
Oncocytoma	Renal oncocytoma	HP:0011798	Renal oncocytoma	3	HP:0011798	next:AUTRE Oncocytoma ?	AUTRE	Oncocytoma
Short trunk	Short ribs	HP:0000773	Short ribs	3	HP:0010306	next:AUTRE Short trunk ?	AUTRE	Short trunk
Split-hand/foot malformation	Split hand	HP:0001171	Split hand	3	HP:0001171+HP:0001839	next:AUTRE Split-hand/foot malformation ?	AUTRE	Split-hand/foot malformation
Spondylar dysplasia	Spondyloepiphyseal dysplasia	HP:0002655	Spondyloepiphyseal dysplasia	3	PARENT:HP:0003468	next:AUTRE Spondylar dysplasia ?	AUTRE	Spondylar dysplasia
Tight skin	Thick skin	HP:0001072	Thickened skin	3	NON	next:AUTRE Taut skin ?	AUTRE	Taut skin
Autoimmune cytopenias	Autoimmunity	HP:0002960	Autoimmunity	2	HP:0001890+HP:0001973	next:PARENT Autoimmune hemolytic anemia ?	PARENT	Autoimmune hemolytic anemia
Axenfeld-Rieger anomaly	Axenfeld anomaly	HP:0001492	Axenfeld anomaly	2	HP:0001492+HP:0000558	next:AUTRE Axenfeld-Rieger anomaly ?	AUTRE	Axenfeld-Rieger anomaly
chronic motor neuropathy with regeneration	Motor axonal neuropathy	HP:0007002	Motor axonal neuropathy	2	HP:0007002	next:AUTRE Chronic motor neuropathy ?	AUTRE	Chronic motor neuropathy
Cystic lesions	Central nervous system cyst	HP:0030724	Central nervous system cyst	2	HP:0030724	next:AUTRE Abnormality of the central nervous system ?	AUTRE	Abnormality of the central nervous system
Decreased mobility of hips	Limitation of joint mobility	HP:0001376	Limitation of joint mobility	2	HP:0001376	next:AUTRE Limitation of hip mobility ?	AUTRE	Limitation of hip mobility
deformed long bones	Abnormality of long bone morphology	HP:0011314	Abnormal long bone morphology	2	PARENT:HP:0011314	next:AUTRE Abnormal bone morphology ?	AUTRE	Abnormal bone morphology
Depigmented scars	Hypopigmentation of the skin	HP:0001010	Hypopigmentation of the skin	2	HP:0001010	next:AUTRE Dermatitis ?	AUTRE	Dermatitis
Difficulty opening mouth	Limited mouth opening	HP:0000211	Trismus	2	HP:0000211	next:AUTRE Impaired balance ?	AUTRE	Impaired balance
disc protrusion	Abnormal intervertebral disk morphology	HP:0005108	Abnormal intervertebral disk morphology	2	HP:0005108	next:AUTRE Intervertebral disc protrusion ?	AUTRE	Intervertebral disc protrusion
Distal axial triradius	High axial triradius	HP:0001042	High axial triradius	2	HP:0001042	next:AUTRE Distal axial triradius ?	AUTRE	Distal axial triradius
Double ossification center of the lunate	Multiple carpal ossification centers	HP:0006067	Multiple carpal ossification centers	2	HP:0006067	next:AUTRE Double ossification center of the lunate ?	AUTRE	Double ossification center of the lunate
duodenal cancer	Duodenal adenocarcinoma	HP:0006771	Duodenal adenocarcinoma	2	HP:0006771	next:PARENT Abnormality of the duodenum ?	PARENT	Abnormality of the duodenum
Epigastric hernia	Hernia	HP:0100790	Hernia	2	HP:0100790	next:PARENT Abnormality of connective tissue ?	PARENT	Abnormality of connective tissue
Focal dilatation of distal tubules of kidney	Abnormal renal tubule morphology	HP:0000091	Abnormal renal tubule morphology	2	PARENT:HP:0000091	next:AUTRE Dilated renal tubule ?	AUTRE	Dilated renal tubule
Gastroenteritis	Recurrent gastroenteritis	HP:0031123	Recurrent gastroenteritis	2	HP:0031123	next:AUTRE Gastroenteritis ?	AUTRE	Gastroenteritis
Hemolysis	Hemolytic anemia	HP:0001878	Hemolytic anemia	2	HP:0001878	next:AUTRE Hemolysis ?	AUTRE	Hemolysis
Hypermotor seizures	Seizure	HP:0001250	Seizure	2	PARENT:HP:0001250	next:AUTRE Hypermotor seizure ?	AUTRE	Hypermotor seizure
Hypoplastic dermal ridges	Abnormal palmar dermal ridges	HP:0007608	Abnormal palmar dermal ridges	2	HP:0007608	next:AUTRE Hypoplastic dermal ridges ?	AUTRE	Hypoplastic dermal ridges
increased echogenicity	Abnormal renal echogenicity	HP:0033130	Abnormal renal echogenicity	2	HP:0004719	next:AUTRE Increased renal echogenicity ?	AUTRE	Increased renal echogenicity
Large pulp chambers	Odontodysplasia	HP:0000694	Odontodysplasia	2	HP:0000679	next:AUTRE Large pulp cavity ?	AUTRE	Large pulp cavity
lateral slanting of the tibial plateau	Abnormality of the tibial plateaux	HP:0003832	Abnormality of the tibial plateaux	2	HP:0003832	next:AUTRE Lateral tibial plateau slope ?	AUTRE	Lateral tibial plateau slope
Limb asymmetry	Abnormality of limbs	HP:0040064	Abnormality of limbs	2	PARENT:HP:0040064	next:AUTRE Asymmetry of the limbs ?	AUTRE	Asymmetry of the limbs
Limited speech	Speech delay	HP:0000750	Delayed speech and language development	2	HP:0000750	next:AUTRE Limited speech ?	AUTRE	Limited speech
migratory rash	Skin rash	HP:0000988	Skin rash	2	HP:0000988	next:AUTRE Migratory skin rash ?	AUTRE	Migratory skin rash
Mild to moderate widening of the long and short tubular bones	Widened long bones	HP:0005622	Broad long bones	2	HP:0005622	next:AUTRE Broad long bones ?	AUTRE	Broad long bones
mucocutaneous bleeding	Abnormal bleeding	HP:0001892	Abnormal bleeding	2	HP:0001892	next:AUTRE Mucocutaneous bleeding ?	AUTRE	Mucocutaneous bleeding
Mucocutaneous pigmentation	Abnormality of skin pigmentation	HP:0001000	Abnormality of skin pigmentation	2	PARENT:HP:0001000	next:AUTRE Mucocutaneous pigmentation ?	AUTRE	Mucocutaneous pigmentation
Mucosal bleeding	Abnormal bleeding	HP:0001892	Abnormal bleeding	2	HP:0001892	next:AUTRE Mucosal bleeding ?	AUTRE	Mucosal bleeding
nanophthalmos	Bilateral microphthalmos	HP:0007633	Bilateral microphthalmos	2	HP:0000568	next:AUTRE Nanophthalmos ?	AUTRE	Nanophthalmos
Narrow ischial and pubic bones	Abnormality of the ischium	HP:0003174	Abnormal ischium morphology	2	HP:0003174+HP:0003172	next:AUTRE Narrow ischium ?	AUTRE	Narrow ischium
Ovarian dysgenesis	Gonadal dysgenesis	HP:0000133	Gonadal dysgenesis	2	HP:0000133	next:AUTRE Ovarian dysgenesis ?	AUTRE	Ovarian dysgenesis
Pelvic dysplasia	Abnormality of the genitourinary system	HP:0000119	Abnormality of the genitourinary system	2	HP:0002644	next:AUTRE Abnormality of the pelvis ?	AUTRE	Abnormality of the pelvis
prenatal somatic overgrowth	Overgrowth	HP:0001548	Overgrowth	2	HP:0001520	next:AUTRE Prenatal overgrowth ?	AUTRE	Prenatal overgrowth
prominent mouth	Abnormality of mouth shape	HP:0011338	Abnormality of mouth shape	2	HP:0011338	next:AUTRE Prominent mouth ?	AUTRE	Prominent mouth
Prominent upper central incisors	Forward slanting upper incisors	HP:0025009	Forward slanting upper incisors	2	HP:0025009	next:AUTRE Prominent upper central incisors ?	AUTRE	Prominent upper central incisors
Scleroderma-like changes	Scleroderma	HP:0100324	Scleroderma	2	HP:0100324	next:AUTRE Sclerodactyly ?	AUTRE	Sclerodactyly
Sclerosis of the mastoids	Abnormal mastoid morphology	HP:0000264	Abnormal mastoid morphology	2	PARENT:HP:0000264	next:AUTRE Sclerosis of the mastoid ?	AUTRE	Sclerosis of the mastoid
Sensorimotor axonal polyneuropathy	Sensorimotor neuropathy	HP:0007141	Sensorimotor neuropathy	2	HP:0007141	next:AUTRE Axonal sensorimotor polyneuropathy ?	AUTRE	Axonal sensorimotor polyneuropathy
Severe speech impairment	Delayed speech and language development	HP:0000750	Delayed speech and language development	2	HP:0000750	next:AUTRE Severe speech impairment ?	AUTRE	Severe speech impairment
sexual dysfunction	Male sexual dysfunction	HP:0040307	Male sexual dysfunction	2	HP:0040307	next:AUTRE Sexual dysfunction ?	AUTRE	Sexual dysfunction
Short and broad ilia	Hypoplastic ilia	HP:0000946	Hypoplastic ilia	2	HP:0000946	next:AUTRE Broad ilium ?	AUTRE	Broad ilium
Shortening of phalanges and metatarsals of the great toe	Shortening of all phalanges of the toes	HP:0005035	Shortening of all phalanges of the toes	2	HP:0010109	next:AUTRE Short phalanx of toe ?	AUTRE	Short phalanx of toe
Small nose with bulbous tip	Bulbous nose	HP:0000414	Bulbous nose	2	HP:0000414+HP:0003196	next:PARENT Abnormality of the nose ?	PARENT	Abnormality of the nose
soft palate paresis	Abnormality of musculature of soft palate	HP:0430014	Abnormality of musculature of soft palate	2	HP:0430014	next:PARENT Abnormality of the soft palate ?	PARENT	Abnormality of the soft palate
Soft tissue syndactyly	Cutaneous syndactyly of toes	HP:0010621	Cutaneous syndactyly of toes	2	HP:0010554+HP:0010621	next:PARENT Cutaneous syndactyly ?	PARENT	Cutaneous syndactyly
Split hand/foot malformation	Split hand	HP:0001171	Split hand	2	HP:0001171+HP:0001839	next:PARENT Split hand/foot malformation ?	PARENT	Split hand/foot malformation
spondylosis deformans	Cervical spondylosis	HP:0008480	Cervical spondylosis	2	HP:0008480	next:PARENT Spondylosis deformans ?	PARENT	Spondylosis deformans
squared metacarpal epiphyses	Abnormal metacarpal epiphysis morphology	HP:0005913	Abnormal metacarpal epiphysis morphology	2	PARENT:HP:0005913	next:PARENT Abnormal metacarpal epiphysis morphology ?	PARENT	Abnormal metacarpal epiphysis morphology
Squared vertebral bodies in later life	Abnormal form of the vertebral bodies	HP:0003312	Abnormal form of the vertebral bodies	2	HP:0003312	next:PARENT Abnormal form of the vertebral bodies ?	PARENT	Abnormal form of the vertebral bodies
Startle-like myoclonus	Myoclonus	HP:0001336	Myoclonus	2	HP:0001336	next:PARENT Myoclonus ?	PARENT	Myoclonus
striatal atrophy	Caudate atrophy	HP:0002340	Caudate atrophy	2	HP:0002340	next:AUTRE Atrophy of the caudate nucleus ?	AUTRE	Atrophy of the caudate nucleus
Tachyarrhythmia	Supraventricular arrhythmia	HP:0005115	Supraventricular arrhythmia	2	HP:0001649	next:AUTRE Tachyarrhythmia ?	AUTRE	Tachyarrhythmia
Thyroid autoimmunity	Autoimmunity	HP:0002960	Autoimmunity	2	HP:0100646	next:AUTRE Autoimmune thyroiditis ?	AUTRE	Autoimmune thyroiditis
Triangular lunulae	Triangular nail	HP:6000649	Triangular nail	2	HP:6000649	next:AUTRE Triangular lunulae ?	AUTRE	Triangular lunulae
Undermodeling of the long bones	Abnormal long bone morphology	HP:0011314	Abnormal long bone morphology	2	HP:0005019	next:AUTRE Undermodeling of the long bones ?	AUTRE	Undermodeling of the long bones
upper limb dysmelia	Abnormality of the upper limb	HP:0002817	Abnormality of the upper limb	2	HP:0009814	next:AUTRE Upper limb reduction defect ?	AUTRE	Upper limb reduction defect
Upper-limb ataxia	Limb ataxia	HP:0002070	Limb ataxia	2	HP:0002070	next:AUTRE Upper limb ataxia ?	AUTRE	Upper limb ataxia
Urinary tract obstruction	Fetal lower urinary tract obstruction	HP:0034247	Fetal lower urinary tract obstruction	2	HP:0034247	next:AUTRE Urinary tract obstruction ?	AUTRE	Urinary tract obstruction
venous thromboembolism	Venous thrombosis	HP:0004936	Venous thrombosis	2	HP:0004936	next:AUTRE Venous thromboembolism ?	AUTRE	Venous thromboembolism
Verrucous lesions	Verrucae	HP:0200043	Verrucae	2	HP:0012500	next:AUTRE Verrucous skin ?	AUTRE	Verrucous skin
weakness and atrophy of the extensor digitorum brevis	Muscle weakness	HP:0001324	Muscle weakness	2	HP:0009027+HP:0003693	next:AUTRE Atrophy of the extensor digitorum brevis muscle ?	AUTRE	Atrophy of the extensor digitorum brevis muscle
46,XX testicular DSD	Abnormal testis morphology	HP:0000035	Abnormal testis morphology	1	HP:0012244	next:AUTRE 46,XX testicular disorder of sex development ?	AUTRE	46,XX testicular disorder of sex development
