id	referentiel	entite	role	stade	conforme	label_propose	source	probleme	label_fr
FOETO:PP.PLA-NOR-223	BENIRSCHKE	Îlots cellulaires trophoblastiques et fibrinoïde extravilleux	manifestation		non_standard	Îlots cellulaires trophoblastiques augmentés (trophoblaste extravilleux dans le fibrinoïde)	Benirschke, Burton & Baergen — cell islands, extravillous trophoblast	Siège non précisé (plancher basal vs intraparenchymateux) et doublon partiel de « Excès de trophoblaste extravilleux ».	Îlots de fibrinoïde avec trophoblastes extravilleux augmentés
FOETO:PP.PLA-NOR-224	BENIRSCHKE	Œdème du cordon ombilical (gelée de Wharton)	synonyme		oui		Benirschke, Burton & Baergen — umbilical cord edema	Terme funiculaire classé au compartiment « placenta » : incohérence de compartiment.	Œdème de la gelée de Wharton
FOETO:PP.PLA-RET-001	BENIRSCHKE	Modifications post-mortem placentaires (rétention in utero)	critere		oui		Genest 1992 ; Benirschke & Baergen, fetal death / macerated placenta	Homonyme lésionnel des nœuds syncytiaux de Tenney-Parker (MVM) : le qualifieur post-mortem est le seul discriminant.	Augmentation des nœuds syncytiaux post-mortem
FOETO:PP.PLA-RET-002	AMSTERDAM	Érythroblastes circulants augmentés	synonyme		oui		Khong 2016, increased circulating nucleated red blood cells	Siège vasculaire fœtal villositaire non écrit dans le libellé.	Augmentation des érythroblastes intravasculaires
FOETO:PP.PLA-RET-003	BENIRSCHKE	Modifications post-mortem placentaires (rétention in utero)	critere		non_standard	Décoloration brune ou rouge du cordon ombilical (critère de Genest)	Genest 1992, datation de la mort fœtale — gross findings	Critère macroscopique inséré dans un vocabulaire histologique ; accentuation fautive du libellé.	Decoloration du cordon ombilical brun ou rouge (Genest)
FOETO:PP.PLA-RET-004	BENIRSCHKE	Modifications post-mortem placentaires (rétention in utero)	critere		oui		Genest 1992, villous stromal fibrosis (≥ 2 semaines de rétention)	Doublon de « Fibrose stromale villositaire » lésionnelle : seul le qualifieur macération distingue.	Fibrose stromale villositaire diffuse (macération)
FOETO:PP.PLA-RET-005	BENIRSCHKE	Hémosidérose chorioamniotique diffuse (séquence hématome chronique–oligoamnios)	synonyme		oui		Ohyama 2004 ; Benirschke & Baergen — diffuse chronic chorioamniotic hemosiderosis		Hémosidérose chorioamniotique diffuse chronique
FOETO:PP.PLA-RET-006	AMSTERDAM	FVM — malperfusion vasculaire fœtale segmentaire	critere		oui		Khong 2016, FVM — villous stromal-vascular karyorrhexis		Karyorrhexie stromale-vasculaire villositaire
FOETO:PP.PLA-RET-007	BENIRSCHKE	Modifications post-mortem placentaires (rétention in utero)	critere		oui		Genest 1992, intravascular karyorrhexis (≥ 6 h)	Doublon de PP.PLA-RET-008 sans le qualifieur Genest, et confusion possible avec la caryorrhexie vasculo-stromale de la FVM.	Karyorrhexis intravasculaire villositaire
FOETO:PP.PLA-RET-008	BENIRSCHKE	Modifications post-mortem placentaires (rétention in utero)	critere		oui		Genest 1992, intravascular karyorrhexis (≥ 6 h)		Karyorrhexis intravasculaire villositaire (Genest)
FOETO:PP.PLA-RET-009	AMSTERDAM	Méconium — macrophages chargés de méconium	manifestation		oui		Khong 2016, meconium-laden macrophages (extension déciduale = exposition prolongée)	Terme de datation de l'exposition méconiale rangé dans le compartiment « placenta » alors que le siège est décidual.	Macrophages chargés de méconium dans la décidua maternelle
FOETO:PP.PLA-RET-010	BENIRSCHKE	Modifications post-mortem placentaires (rétention in utero)	critere		oui		Genest 1992, mineralization of the trophoblastic basement membrane	Discordance fr/en : la version anglaise associe l'épaississement de la membrane basale, ce qui mêle deux lésions distinctes.	Minéralisation de la membrane basale villositaire trophoblastique
FOETO:PP.PLA-RET-011	BENIRSCHKE	Mort fœtale in utero d'un jumeau — modifications post-mortem du sac	manifestation		oui		Benirschke & Baergen — single twin demise, amnionic epithelial necrosis	Contexte clinique (jumeau décédé) intégré au libellé lésionnel ; doublon de « Nécrose de l'épithélium amniotique (membrane de séparation gémellaire) ».	Nécrose de l'épithélium amniotique (jumeau décédé)
FOETO:PP.PLA-DYS-035	AMSTERDAM	FVM — malperfusion vasculaire fœtale, segmentaire (villosités avasculaires)	manifestation		oui		Khong 2016, FVM (villosités avasculaires / hyalinisation stromale)	Signe non spécifique : l'hyalinisation stromale s'observe aussi dans les infarctus anciens et la fibrose de macération, le libellé seul ne permet pas de trancher.	Stroma villositaire hyalinisé
FOETO:PP.PLA-DYS-036	VOGEL	Retard de maturation villositaire (immaturité villositaire distale)	manifestation		oui		Vogel, troubles de maturation villositaire (stroma immature hypercellulaire)		Stroma villositaire hypercellulaire avec fibroblastes indifférenciés
FOETO:PP.PLA-NOR-028	VOGEL	Anatomie villositaire normale — réseau capillaire fœtal	structure		oui		Vogel, anatomie et maturation villositaires normales		Capillaires fœtaux villeux
FOETO:PP.PLA-NOR-029	VOGEL	Anatomie villositaire normale — réseau capillaire paravasculaire des villosités souches	structure		oui		Vogel, anatomie villositaire normale (réseau paravasculaire des villosités souches)		Capillaires paravasculaires des villosités souches
FOETO:PP.PLA-NOR-030	AMSTERDAM	FVM — malperfusion vasculaire fœtale, pattern global (ectasie vasculaire)	critere		oui		Khong 2016, FVM global (vascular ectasia / dilatation sinusoïdale)	Terme lésionnel rangé dans la série des structures normales (code NOR) : statut normal/lésionnel incohérent avec le reste du vocabulaire ; doublon de « Dilatation sinusoïdale des capillaires fœtaux ».	Capillaires sinusoïdaux villositaires dilatés
FOETO:PP.PLA-NOR-031	BENIRSCHKE	Hétérotopies placentaires — tissu ectopique (cartilage sous-amniotique)	manifestation		oui		Benirschke & Baergen, tissus ectopiques / hétérotopies placentaires	Reliquat embryonnaire incidental classé dans la série des structures normales : ni lésion ni composant constant du placenta normal.	Cartilage sous-amniotique (reliquat)
FOETO:PP.PLA-NOR-032	BENIRSCHKE	Anatomie normale — architecture lobulaire de l'arbre villositaire (cavité centrale du lobule)	structure		oui		Benirschke & Baergen, architecture lobulaire et flux intervilleux		Cavité centrale du lobule (zone d'afflux artériel)
FOETO:PP.PLA-NOR-033	VOGEL	Anatomie villositaire normale — macrophages stromaux (cellules de Hofbauer)	structure		oui		Vogel, anatomie villositaire normale (cellules de Hofbauer)	Doublon des entrées « Macrophage villositaire (cellule de Hofbauer) » et « Macrophages villeux (cellules de Hofbauer) ».	Cellules de Hofbauer — macrophages stromaux villositaires
FOETO:PP.PLA-NOR-034	BENIRSCHKE	Anatomie normale — décidue (cellules déciduales)	structure		oui		Benirschke & Baergen, anatomie normale de la décidue		Cellules déciduales
FOETO:PP.PLA-NOR-035	BENIRSCHKE	Anatomie normale — zone jonctionnelle décidue/myomètre	structure		oui		Benirschke & Baergen, plaque basale et zone jonctionnelle myométriale	Constat de repère architectural dont la valeur diagnostique n'est pas explicitée : à distinguer de l'adhérence de fibres myométriales à la plaque basale, qui relève du spectre accreta.	Cellules musculaires lisses myométriales dans la décidua
FOETO:PP.PLA-NOR-036	VOGEL	Anatomie villositaire normale — stroma mésenchymateux villositaire	structure		oui		Vogel, anatomie et maturation villositaires normales (stroma mésenchymateux)		Cellules mésenchymateuses stromales villeuses
FOETO:PP.PLA-NOR-037	BENIRSCHKE	Anatomie normale — chorion laeve (membranes libres)	structure		oui		Benirschke & Baergen, anatomie normale des membranes extraplacentaires		Chorion laeve (membranes libres)
FOETO:PP.PLA-NOR-038	BENIRSCHKE	Anatomie normale — trophoblaste extravilleux du chorion laeve	structure		non_standard	Trophoblaste extravilleux du chorion laeve (aspect normal)	Benirschke & Baergen, anatomie normale des membranes (trophoblaste extravilleux)	Libellé de rubrique (« — architecture trophoblastique ») sans contenu factorisable, redondant avec « Trophoblaste extravilleux des membranes ».	Chorion laeve — architecture trophoblastique
FOETO:PP.PLA-NOR-039	BENIRSCHKE	Anatomie normale — plaque choriale (mésenchyme et collagène périvasculaire)	structure		oui		Benirschke & Baergen, anatomie normale de la plaque choriale		Collagène péri-vasculaire de la plaque choriale
FOETO:PP.PLA-NOR-040	BENIRSCHKE	Anatomie normale — colonnes trophoblastiques (colonnes d'ancrage)	structure		oui		Benirschke & Baergen, anatomie normale (colonnes trophoblastiques d'ancrage)	Doublon de « Colonnes de cytotrophoblaste extravilleux (colonnes d'ancrage) ».	Colonne cellulaire trophoblastique
FOETO:PP.PLA-NOR-116	BENIRSCHKE	Anatomie normale — membranes extraplacentaires (amnios / chorion laeve / décidue capsulaire)	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — anatomie des membranes		Membranes extraplacentaires — architecture tricouche
FOETO:PP.PLA-NOR-117	VOGEL	Maturation villositaire normale — membrane vasculo-syncytiale de la villosité terminale	structure		non_standard	Membrane vasculo-syncytiale	Vogel M., Clinical Pathology of the Placenta — maturation villositaire normale	Doublon au pluriel du terme singulier « Membrane vasculo-syncytiale » : une seule forme doit être retenue.	Membranes vasculo-syncytiales
FOETO:PP.PLA-MET-012	BENIRSCHKE	Maladies de surcharge lysosomale — atteinte placentaire	manifestation		non_standard	Macrophages de surcharge (cellules de Hofbauer vacuolisées) du stroma villositaire	Benirschke, Burton & Baergen — storage disorders of the placenta	Siège fourre-tout (« tissus placentaires ») et nature du matériel de surcharge non précisée.	Histiocytes de surcharge dans les tissus placentaires
FOETO:PP.PLA-MET-013	BENIRSCHKE	Hémosidérose chorio-amniotique diffuse (hémorragie chronique / séquence décollement chronique–oligoamnios)	synonyme		non_standard	Hémosidérose chorio-amniotique des membranes	Benirschke, Burton & Baergen — pigments placentaires ; Ohyama, chronic abruption–oligohydramnios sequence	Classé parmi les surcharges métaboliques alors qu'il s'agit d'un pigment post-hémorragique ; redondant avec les trois autres libellés « macrophages à hémosidérine des membranes ».	Hémosidérose membranaire placentaire
FOETO:PP.PLA-MET-014	BENIRSCHKE	Maladies de surcharge lysosomale — atteinte placentaire	critere		non_standard	Inclusions lysosomales membranaires (microscopie électronique)	Benirschke, Burton & Baergen — storage disorders, ultrastructure	Type cellulaire non précisé et lésion accessible seulement en microscopie électronique : granularité incohérente avec le reste du vocabulaire histologique.	Inclusions lysosomales membraneuses dans le placenta
FOETO:PP.PLA-MET-015	BENIRSCHKE	Maladie de Gaucher — atteinte placentaire	critere		oui		Benirschke, Burton & Baergen — storage disorders (Gaucher)		Infiltrat de cellules de Gaucher dans le stroma villositaire
FOETO:PP.PLA-MET-016	BENIRSCHKE	Hémosidérose chorio-amniotique diffuse (hémorragie chronique)	critere		non_standard	Macrophages chargés d'hémosidérine dans les membranes chorio-amniotiques	Benirschke, Burton & Baergen — pigments placentaires	Libellé grammaticalement incomplet (« dans la chorioamniotique ») et doublon de PP.PLA-MET-018.	Macrophages avec hémosidérine dans la chorioamniotique
FOETO:PP.PLA-MET-017	BENIRSCHKE	Hémosidérose chorio-amniotique diffuse (hémorragie chronique)	manifestation		non_standard	Macrophages chargés d'hémosidérine des membranes ; (à scinder : macrophages chargés d'hémosidérine du cordon ombilical)	Benirschke, Burton & Baergen — pigments placentaires	Siège composite : deux structures distinctes (cordon et membranes) réunies dans un même libellé.	Macrophages avec pigment ferrique dans le cordon et les membranes
FOETO:PP.PLA-MET-018	BENIRSCHKE	Hémosidérose chorio-amniotique diffuse (hémorragie chronique)	critere		oui		Benirschke, Burton & Baergen — pigments placentaires	Triple doublon avec PP.PLA-MET-013, -016 et -017 : un seul libellé doit être conservé.	Macrophages chargés d'hémosidérine dans les membranes
FOETO:PP.PLA-MET-019	BENIRSCHKE	Minéralisation de la membrane basale trophoblastique villositaire	synonyme		non_standard	Minéralisation segmentaire de la membrane basale trophoblastique villositaire	Benirschke, Burton & Baergen — calcifications et minéralisations placentaires	Redondant avec « Minéralisation de la membrane basale villositaire trophoblastique » déjà présent dans le vocabulaire.	Minéralisation segmentaire des villosités
FOETO:PP.PLA-MET-020	BENIRSCHKE	Pigments placentaires — pigment biliaire des macrophages	manifestation		non_standard	Macrophages chargés de pigment biliaire dans les membranes	Benirschke, Burton & Baergen — pigments placentaires	La mention « ictère fœtal » est une interprétation clinique accolée au signe morphologique.	Pigment biliaire dans les macrophages des membranes (ictère fœtal)
FOETO:PP.PLA-MET-021	BENIRSCHKE	Placentomégalie (placenta hydropique / anémie fœtale, surcharge)	manifestation		non_standard	Placentomégalie pâle (macroscopie)	Benirschke, Burton & Baergen — placentomegaly, hydrops	Libellé composite mêlant deux axes macroscopiques (poids et couleur) ; signe macroscopique placé au milieu d'items histologiques de surcharge.	Placentomégalie avec aspect pâle
FOETO:PP.PLA-MET-022	BENIRSCHKE	Maladies de surcharge lysosomale — atteinte placentaire	critere		non_standard	Matériel de surcharge dans le trophoblaste ; (à scinder : matériel de surcharge dans les macrophages stromaux villositaires)	Benirschke, Burton & Baergen — storage disorders of the placenta	Siège composite (trophoblaste + macrophages stromaux) et nature du matériel de stockage non précisée.	Produits de stockage anormaux dans le trophoblaste et les macrophages stromaux
FOETO:PP.PLA-MET-023	BENIRSCHKE	Maladies de surcharge lysosomale — atteinte placentaire	critere		non_standard	Vacuoles claires limitées par une membrane (microscopie électronique)	Benirschke, Burton & Baergen — storage disorders, ultrastructure	Type cellulaire non précisé et modalité technique (MEB) intégrée au libellé lésionnel.	Vacuoles claires liées à une membrane dans les cellules placentaires (MEB)
FOETO:PP.PLA-MET-024	BENIRSCHKE	Maladies de surcharge lysosomale — atteinte placentaire	manifestation		oui		Benirschke, Burton & Baergen — storage disorders of the placenta		Vacuolisation de l'endothélium capillaire villositaire
FOETO:PP.PLA-NOR-013	BENIRSCHKE	Dysplasie mésenchymateuse placentaire	critere		non_standard	Atteinte villositaire en mosaïque (villosités dysplasiques alternant avec villosités normales) — dysplasie mésenchymateuse placentaire	Benirschke, Burton & Baergen, Pathology of the Human Placenta, dysplasie mésenchymateuse placentaire	Libellé descriptif d'un aspect panoramique : la lésion villositaire élémentaire (villosités tronculaires élargies, myxoïdes, à vaisseaux dilatés) n'est pas précisée, et l'alternance mosaïque est un pattern, non une lésion.	Aspect en mosaïque de villosités normales et dysplasiques
