id	label_fr	referentiel	entite	role	stade	conforme	label_propose	ancre	verbatim_verifie	source	verbatim	probleme
FOETO:PP.PAR-NOR-001	ANSCT augmentés	AMSTERDAM	MVM — nœuds syncytiaux augmentés (changement de Tenney-Parker)	manifestation		non_standard	Nœuds syncytiaux villositaires augmentés (changement de Tenney-Parker)	oui	oui	khong2019 ch17	denoted as increased syncytial knots, is one of the canonical findings that defines maternal vascular malperfusion in the placenta.	Sigle opaque (ANSCT) et siège villositaire absent du libellé ; doublonne les entrées « Nœuds syncytiaux (changement de Tenney-Parker) ».
FOETO:PP.PAR-NOR-002	Anastomose vasculaire fœto-fœtale (jumeaux monochorioniques)	GEMELLAIRE	Anastomoses vasculaires placentaires des jumeaux monochorioniques (A-A, V-V, A-V)	structure		oui		oui	oui	benirschke ch1	They take three forms: artery to artery (AA), vein to vein (VV), and artery to vein (AV).	Terme chapeau : le type d'anastomose (A-A, V-V, A-V) et le siège (plaque choriale / profond) ne sont pas portés par le libellé.
FOETO:PP.PAR-NOR-003	Autre (histo)	HORS_REFERENTIEL		hors		non_standard	Autre constatation histologique (champ libre, à préciser)	non	non			Libellé fourre-tout sans contenu descriptif : ne désigne aucune entité et n'est pas factorisable.
FOETO:PP.PAR-NOR-004	Autre (label)	HORS_REFERENTIEL		hors		non_standard	Autre (champ libre, à préciser)	non	non			Libellé fourre-tout non spécifique, aucune facette factorisable ; doublonne « Autre (histo) ».
FOETO:PP.PAR-NOR-005	Autre (région)	HORS_REFERENTIEL		hors		non_standard	Autre région placentaire (champ libre, à préciser)	non	non			Libellé fourre-tout désignant une région non précisée : axe topographique vide.
FOETO:PP.PAR-NOR-006	Condensation chromatinienne des noyaux syncytiaux	AMSTERDAM	MVM — nœuds syncytiaux augmentés (nœuds vrais)	critere		oui		oui	oui	khong2019 ch17	Their nuclei typically contain highly condensed chromatin and are thought to be aged and minimally functional [7].	Critère cytologique de définition du nœud syncytial vrai, non une lésion autonome.
FOETO:PP.PAR-NOR-007	Excès de trophoblaste multinucléé dans la basale	BENIRSCHKE	Plaque basale — augmentation des cellules géantes trophoblastiques du site d'implantation (implantation superficielle)	manifestation		non_standard	Augmentation des cellules trophoblastiques géantes du site d'implantation (plaque basale)	oui	oui	lherminecoulomb ch1	un trophoblaste extravilleux immature (Fig. 7A) et une augmentation du nombre de cellules géantes au site d’implantation	Doublon de « Augmentation des cellules trophoblastiques géantes du site d'implantation » ; formulation « excès » imprécise.
FOETO:PP.PAR-NOR-008	MVM — Maturation villositaire accélérée	AMSTERDAM	MVM — maturation villositaire accélérée	manifestation		oui		oui	oui	benirschke ch19	Accelerated villous maturation is clinically associated with early onset fetal growth restriction	Libellé composite : le pattern (MVM) est préfixé à la lésion élémentaire, ce qui mêle deux axes.
FOETO:PP.PAR-NOR-009	Nœuds syncytiaux (vrais)	AMSTERDAM	MVM — nœuds syncytiaux augmentés (nœuds vrais)	critere		oui		oui	oui	khong2019 ch17	True syncytial knots are small aggregates of syncytiotrophoblast nuclei that bulge slightly above the villous surface.	Le qualifieur « augmenté » figure en facette mais pas dans le libellé ; la distinction vrai/faux nœud relève de l'artéfact de coupe, non de la lésion.
FOETO:PP.PAR-NOR-010	Retard de maturation villositaire	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	synonyme		oui		oui	oui	amsterdam ch1	The use of the term delayed villous maturation is recommended.	
FOETO:PP.PAR-NOR-011	Sénescence placentaire (trophoblastique)	BENIRSCHKE	Sénescence / vieillissement du trophoblaste (syncytiotrophoblaste)	manifestation		oui		oui	oui	benirschke ch6	Therefore, a degree of senescence may be observed in all placentas at term, but as would be predicted to a much greater degree if the pregnancy extends post-term.	Notion descriptive globale, sans lésion élémentaire identifiable ni seuil diagnostique.
FOETO:PP.PAR-NOR-012	Épaississement de la membrane basale trophoblastique	BENIRSCHKE	Membrane basale trophoblastique — épaississement / duplication (diabète maternel, tabac, prééclampsie)	manifestation		oui		oui	oui	benirschke ch6	Thickening and increased duplication of the basement membrane has been reported in a number of pathologies, such as cigarette smoking [463], pre-eclampsia [245], and maternal diabetes	
FOETO:PP.PAR-RET-001	Autolyse villositaire placentaire	VOGEL	Modifications placentaires après mort fœtale — stades de rétention	manifestation		oui		oui	oui	vogel ch14	Table 14.2: Morphological placental changes following fetal demise-retention stages.	Phénomène post-mortem/artefactuel et non lésionnel ; la durée de rétention (stades I-III) n'est pas portée par le libellé.
FOETO:PP.PAR-RET-002	Cariolyse (rétention >48h)	VOGEL	Modifications placentaires post-mortem — stades de rétention (I–III)	manifestation		non_standard	Caryolyse villositaire (rétention intra-utérine > 48 h)	oui	oui	vogel ch14	Table 14.2: Morphological placental changes following fetal demise-retention stages.	Orthographe fautive (cariolyse) ; le seuil « > 48 h » n'appartient pas aux stades de rétention de Vogel (< 1 semaine / quelques semaines) et le siège n'est pas précisé.
FOETO:PP.PAR-RET-003	Effondrement post-mortem des sinusoïdes capillaires villositaires	BENIRSCHKE	Artéfacts post-partum de l'anatomie villositaire (sinusoïdes des villosités terminales)	manifestation		non_standard	Effondrement post-partum des sinusoïdes capillaires villositaires	oui	oui	benirschke ch7	the capillary sinusoids collapse within minutes of delivery, changing the villous proportions and membrane thickness	Temporalité discordante : il s'agit d'un artéfact post-délivrance (minutes après l'accouchement), non d'un phénomène post-mortem.
FOETO:PP.PAR-RET-004	Faux nœuds syncytiaux (artéfact de section)	BENIRSCHKE	Nœuds syncytiaux — faux nœuds (artéfact de section tangentielle)	structure		oui		oui	oui	benirschke ch6	False impressions of a syncytial knot can be generated by tangential sections passing through the syncytiotrophoblast.	
FOETO:PP.PAR-RET-005	Hyperplasie des cellules de Hofbauer	BENIRSCHKE	Hyperplasie des cellules de Hofbauer (infection virale placentaire)	manifestation		oui		oui	oui	benirschke ch25	This has been confirmed by Rosenberg et al. [449] who showed Hofbauer cell proliferation and hyperplasia in a 21-week placenta affected by Zika virus.	Siège villositaire implicite, non écrit dans le libellé.
FOETO:PP.PAR-RET-006	Érythroblastose placentaire (érythropoïèse extra-hépatique villositaire)	BENIRSCHKE	Hématopoïèse extramédullaire placentaire (stroma villositaire)	manifestation		non_standard	Hématopoïèse extramédullaire villositaire (érythropoïèse extramédullaire)	oui	oui	khong2019 ch22	Extramedullary haemopoiesis is defined as the formation and maturation of blood cells outside the medullary spaces in the bone marrow. In the placenta, they are found within the villous stroma.	Libellé impropre : « extra-hépatique » au lieu d'« extramédullaire », et confusion entre érythroblastose circulante (lumière vasculaire) et érythropoïèse extramédullaire (stroma villositaire) — la facette site indique à tort le capillaire villositaire.
FOETO:PP.PAR-RET-007	Œdème villositaire	BENIRSCHKE	Œdème villositaire	manifestation		oui		oui	oui	benirschke ch34	Severe villous edema has been associated with poor fetal outcome	
FOETO:PP.PAR-TUM-001	Placentomégalie avec villosités hydriques	BENIRSCHKE	Placenta hydropique (hydrops fetalis / hydrops placentae)	manifestation		non_standard	Villosités hydropiques (placenta hydropique)	oui	oui	benirschke ch23	The diagnosis of a hydropic placenta is rendered by the clinical context, as well as marked placentomegaly.	Libellé composite mêlant une donnée macroscopique (placentomégalie) et une lésion villositaire microscopique ; les deux axes devraient être codés séparément.
FOETO:PP.PAR-TUM-002	Érythroblastes fœtaux en excès dans la circulation placentaire	AMSTERDAM	Érythroblastes circulants augmentés	manifestation		oui		oui	oui	khong2019 ch26	When nucleated red blood cells (nRBCs) are released into the fetal circulation, the most mature lineage is released first	
FOETO:PP.PAR-VAS-001	Artériopathie déciduale	AMSTERDAM	MVM — artériopathie déciduale	synonyme		oui		oui	oui	benirschke ch19	Decidual arteriopathy is cur- rently an overarching term for abnormalities detectable in decidual vessels in the membrane roll and/or placental basal plate.	Chapeau lésionnel : ses manifestations (athérose aiguë, défaut de remodelage, nécrose fibrinoïde, hypertrophie pariétale) sont sœurs et coexistantes, à ne pas hiérarchiser en diagnostics différentiels.
FOETO:PP.PAR-VAS-002	Chorangiose	AMSTERDAM	Chorangiose	synonyme		oui		oui	oui	benirschke ch30	In contrast to chorangiomas and chorangiomatosis, chorangiosis arises in the terminal villi of the placenta.	Le qualifieur « multifocal » est discutable : la définition retenue (≥ 10 capillaires dans ≥ 10 villosités dans ≥ 10 champs) décrit une atteinte diffuse ; la forme focale est un terme distinct du vocabulaire.
FOETO:PP.PAR-VAS-003	Dépôts fibrinoïdes périvillositaires massifs (NIDF / maternal floor infarction)	AMSTERDAM	MPFD / MFI — dépôt massif de fibrinoïde périvillositaire	synonyme		non_standard	Dépôt massif de fibrinoïde périvillositaire (MPFD)	oui	oui	khong2019 ch8	authors feel that maternal floor infarction and massive perivillous fibrinoid deposition are final common pathways of different processes in the placenta.	Libellé composite fusionnant deux lésions définies distinctement (MPFD > 50 % du parenchyme vs infarctus du plancher maternel, ≥ 3 mm au-dessus de la plaque basale) ; le sigle « NIDF » n'est pas celui du corpus (MPFD/MPVFD).
FOETO:PP.PAR-VAS-004	Endovasculite hémorragique (VTF stade précoce)	AMSTERDAM	FVM — malperfusion vasculaire fœtale (caryorrhexie vasculo-stromale villositaire)	manifestation		obsolete	Caryorrhexie vasculo-stromale villositaire (FVM)	oui	oui	vogel ch6	It is often described as hemorrhagic endovasculitis, and some recommend that it be referred to as villous stromal vascular karyorrhexis	Terme abandonné par Amsterdam au profit de la caryorrhexie vasculo-stromale villositaire ; « VTF » est également obsolète et la stadification du libellé français (précoce) contredit l'anglais (intermediate).
FOETO:PP.PAR-VAS-005	FVM High grade — Thrombose gros vaisseaux	AMSTERDAM	FVM — malperfusion vasculaire fœtale	critere	FVM haut grade	non_standard	Thrombus de gros vaisseaux fœtaux (plaque choriale / villosités tronculaires) — critère de FVM haut grade	oui	oui	benirschke ch22	2 or more occlusive or nonocclusive thrombi in chorionic plate, or major stem villi, or multiple nonocclusive thrombi.	Gradation aplatie dans le nom de la lésion ; le haut grade exige ≥ 2 thrombus, alors que le libellé désigne une lésion élémentaire unique.
FOETO:PP.PAR-VAS-006	FVM Low grade — Villosités avasculaires focales	AMSTERDAM	FVM — malperfusion vasculaire fœtale	critere	FVM bas grade	non_standard	Villosités avasculaires en foyers focaux — critère de FVM bas grade	oui	oui	benirschke ch22	FVM is considered low grade when there is one large ves- sel thrombus (mural or occlusive) or five or more villi involved in less than three foci [58].	Gradation aplatie dans le nom ; les qualifieurs « focal | multifocal » redoublent l'information de grade et rendent la granularité incohérente.
FOETO:PP.PAR-VAS-007	Fibrine périvillositaire augmentée	AMSTERDAM	MPFD / MFI — dépôt de fibrinoïde périvillositaire	critere		non_standard	Dépôt de fibrinoïde périvillositaire augmenté (25–50 % d'une coupe)	oui	oui	khong2019 ch8	Increased perivillous fibrinoid deposition is when 25–50% of parenchyma of a single slide is involved by fibrinoid material.	« Fibrine » à remplacer par « fibrinoïde » (matériel mixte) ; le qualifieur « augmenté | diffus » n'exprime pas le seuil quantitatif qui définit la catégorie.
FOETO:PP.PAR-VAS-008	Hypercapillarisation des villosités terminales (chorangiose)	AMSTERDAM	Chorangiose	synonyme		non_standard	Chorangiose	oui	oui	khong2019 ch24	Chorioangiosis, increased villous vascularity, hypercapillarization, hypervascularization.	Libellé descriptif (hypercapillarisation des villosités terminales) redondant avec le terme d'entité « Chorangiose » déjà présent trois fois dans le vocabulaire.
FOETO:PP.PAR-VAS-009	Hématome rétroplacentaire	AMSTERDAM	MVM — malperfusion vasculaire maternelle	manifestation		oui		oui	oui	vogel ch7	Retroplacental hematomas are localized between the basal plate and the uterine wall and are adherent to the basal plate	Doublons dans le vocabulaire (« Hématome décidual basal (hématome rétroplacentaire) », « Hématome rétroplacentaire basal », « Hémorragie rétroplacentaire »).
FOETO:PP.PAR-VAS-010	Hémorragie intervilleuse	AMSTERDAM	Thrombus intervilleux	manifestation		oui		oui	oui	vogel ch7	Acute intervillous hemorrhage in a villous free zone is considered to be the precursor.	Hémorragie intervilleuse = stade précurseur du thrombus intervilleux, non lésion autonome : granularité chevauchante avec « Thrombus intervilleux ».
FOETO:PP.PAR-VAS-011	Hémorragie intravillositaire	AMSTERDAM	MVM — malperfusion vasculaire maternelle	manifestation		oui		oui	oui	amsterdam ch1	Intravillous hemorrhage accompanying retroplacental hemorrhage (hematoxylin-eosin, original magnification 310).	Signe non spécifique : accompagne l'hémorragie rétroplacentaire (MVM) mais aussi l'obstruction veineuse de la FVM et les manœuvres d'extraction.
FOETO:PP.PAR-VAS-012	Infarctus villositaire	AMSTERDAM	MVM — malperfusion vasculaire maternelle	manifestation		oui		oui	oui	vogel ch7	An infarct is a circumscribed area of parenchymal necrosis, caused by interrupted, maternal, arterial blood inflow.	Doublons multiples dans le vocabulaire (« MVM — Infarctus », « Infarctus villositaire placentaire »).
FOETO:PP.PAR-VAS-013	MVM — Artériopathie déciduale	AMSTERDAM	MVM — artériopathie déciduale	manifestation		oui		oui	oui	khong2019 ch32	Decidual vasculopathy can have a range of appearances, including incomplete loss of the muscular wall, acute atherosis, and fibrinoid necrosis.	Libellé composite : le préfixe de pattern « MVM — » est mêlé au nom de la lésion, et le terme fait doublon avec « Artériopathie déciduale » et « MVM — Artériopathie déciduale spiralée ».
