signe	nom_propose	hpo_id	label_hpo	n	choix
Bullae	Abnormal blistering of the skin	HP:0008066	Abnormal blistering of the skin	3	HP:0008066
bullet-shaped phalanges	Bullet-shaped phalanges of the hand	HP:0009769	Bullet-shaped phalanges of the hand	3	HP:0009769
Callus formation	Hyperplastic callus formation	HP:0030268	Hyperplastic callus formation	3	NON
Cardiac disease	Cardiac abnormality	HP:0001627	Abnormal heart morphology	3	HP:0001627
Cardiac hypertrophy	Cardiomegaly	HP:0001640	Cardiomegaly	3	HP:0001714
cardiac malformation	Congenital heart defect	HP:0001627	Abnormal heart morphology	3	
Cardiac malformations	Congenital heart defect	HP:0001627	Abnormal heart morphology	3	HP:0001627
Cardiovascular anomalies	Abnormality of the cardiovascular system	HP:0001626	Abnormality of the cardiovascular system	3	HP:0001626
Central nervous system malformations	Abnormality of the central nervous system	HP:0002011	Morphological central nervous system abnormality	3	HP:0002011
cerebellar lesions	Abnormal cerebellum morphology	HP:0001317	Abnormal cerebellum morphology	3	
cerebellum and brainstem atrophy	Cerebellar atrophy	HP:0001272	Cerebellar atrophy	3	
cerebellum and brainstem atrophy	Brainstem atrophy	HP:0007366	Atrophy/Degeneration affecting the brainstem	3	
cerebral ventriculomegaly	Ventriculomegaly	HP:0002119	Ventriculomegaly	3	
Childhood apraxia of speech	Speech apraxia	HP:0011098	Speech apraxia	3	HP:0011098
childhood-onset dystonia	Dystonia	HP:0001332	Dystonia	3	PARENT:HP:0100022
childhood-onset seizures	Seizure	HP:0001250	Seizure	3	PARENT:HP:0012638
Chronic anemia	Anemia	HP:0001903	Anemia	3	HP:0001903
cleft palate/bifid uvula	Cleft palate	HP:0000175	Cleft palate	3	
coarctation	Coarctation of aorta	HP:0001680	Coarctation of aorta	3	
coarsening of the facial features	Coarse facial features	HP:0000280	Coarse facial features	3	HP:0000280
Cold extremities	Extremities cold to touch	HP:6000500	Extremities cold to touch	3	HP:6000500
Colobomata	Coloboma	HP:0000589	Coloboma	3	HP:0000589
Complex congenital heart disease	Congenital heart defect	HP:0001627	Abnormal heart morphology	3	
conduction defects	Abnormality of cardiac conduction	HP:0031546	Cardiac conduction abnormality	3	HP:0031546
Congenital cardiac defects	Congenital heart defect	HP:0001627	Abnormal heart morphology	3	HP:0001627
Congenital heart malformations	Congenital heart defect	HP:0001627	Abnormal heart morphology	3	HP:0001627
Coronal clefts of the vertebral bodies	Coronal cleft vertebrae	HP:0003417	Coronal cleft vertebrae	3	HP:0003417
coronary sinus agenesis	Absent coronary sinus	HP:0031783	Absent coronary sinus	3	
Cortical migration defects	Abnormality of neuronal migration	HP:0002269	Abnormality of neuronal migration	3	
Cortical vision impairment	Cortical visual impairment	HP:0100704	Cerebral visual impairment	3	HP:0100704
COX deficiency	Cytochrome C oxidase-negative muscle fibers	HP:0003688	Cytochrome C oxidase-negative muscle fibers	3	HP:0008347
Craniofacial abnormalities	Abnormal facial shape	HP:0001999	Abnormal facial shape	3	HP:0000234
Craniofacial dysmorphism	Abnormal facial shape	HP:0001999	Abnormal facial shape	3	HP:0000234
Craniostenosis	Craniosynostosis	HP:0001363	Craniosynostosis	3	HP:0001363
Cryptorchidism in males	Cryptorchidism	HP:0000028	Cryptorchidism	3	HP:0000028
Cushing disease	Cushing syndrome	HP:0003118	Increased circulating cortisol level	3	HP:0003118
Cystic lesions in the lower lobes	Pulmonary cyst	HP:0032445	Pulmonary cyst	3	HP:0032445
Dandy–Walker malformation	Dandy-Walker malformation	HP:0001305	Dandy-Walker malformation	3	HP:0001305
Decreased range of motion at elbows	Limited elbow movement	HP:0002996	Limited elbow movement	3	HP:0002996
Deep palmar and plantar creases	Deep palmar creases	HP:0006191	Deep palmar crease	3	PARENT:HP:0006191
Defect of the lower sternum	Abnormal sternum morphology	HP:0000766	Abnormal sternum morphology	3	
deficits in executive function	Impaired executive functioning	HP:0033051	Impaired executive functioning	3	HP:0033051
Delayed independent ambulation	Delayed walking	HP:0031936	Delayed ability to walk	3	HP:0031936
Delayed sexual development	Delayed puberty	HP:0000823	Delayed puberty	3	HP:0000823
Dense skull base	Sclerosis of the skull base	HP:0002694	Sclerosis of skull base	3	HP:0002694
development delay	Developmental delay	HP:0001263	Global developmental delay	3	
difficulty with verbal communication	Abnormal communication	HP:0034434	Abnormal communication	3	
Diffuse interstitial prominence	Interstitial lung disease	HP:0006530	Abnormal pulmonary interstitial morphology	3	HP:0006530
dilated aortic root	Aortic root aneurysm	HP:0002616	Aortic root aneurysm	3	HP:0002616
dilation and proliferation of pancreatic duct cells	Abnormal pancreatic duct morphology	HP:0030992	Abnormal pancreatic duct morphology	3	
Dimples	Skin dimple	HP:0010781	Skin dimple	3	HP:0010781
Disproportionate dwarfism	Disproportionate short stature	HP:0003498	Disproportionate short stature	3	HP:0003498
Distal weakness	Distal muscle weakness	HP:0002460	Distal muscle weakness	3	HP:0002460
distractibility	Short attention span	HP:0000736	Short attention span	3	HP:0000736
dysplasia of long bones and spine	Abnormality of the spine	HP:0000925	Abnormality of the vertebral column	3	
ear malformations	Abnormality of the ear	HP:0000598	Abnormality of the ear	3	HP:0000598
early-onset hypotonia	Hypotonia	HP:0001252	Hypotonia	3	HP:0001252
Easy fatigue	Fatigue	HP:0012378	Fatigue	3	
Elevated CSF lactate	Increased CSF lactate	HP:0002490	Increased CSF lactate	3	HP:0002490
Elevated lactate-to-pyruvate ratio	Elevated lactate to pyruvate ratio	HP:0032653	Elevated lactate:pyruvate ratio	3	
embolism in the arterial duct	Patent ductus arteriosus	HP:0001643	Patent ductus arteriosus	3	
Endocrine abnormalities	Abnormality of the endocrine system	HP:0000818	Abnormality of the endocrine system	3	HP:0000818
Endometrial cancer	Endometrial carcinoma	HP:0012114	Endometrial carcinoma	3	HP:0012114
enlarged cystic kidneys	Polycystic kidneys	HP:0000113	Polycystic kidney dysplasia	3	
esophageal dysmotility	Abnormal esophagus physiology	HP:0025270	Abnormal esophagus physiology	3	PARENT:HP:0025270
Excessive bruising	Easy bruising	HP:0000978	Bruising susceptibility	3	HP:0000978
Exophthalmia	Exophthalmos	HP:0000520	Proptosis	3	HP:0000520
Exposure keratopathy	Keratitis	HP:0000491	Keratitis	3	PARENT:HP:0000481
Extremity pain	Limb pain	HP:0009763	Limb pain	3	HP:0009763
Facial phenotypic features	Abnormal facial shape	HP:0001999	Abnormal facial shape	3	
faltering growth	Failure to thrive	HP:0001508	Failure to thrive	3	HP:0001508
Fatal infant lactic acidosis	Lactic acidosis	HP:0003128	Lactic acidosis	3	
Fatal neonatal lethal lactic acidosis	Lactic acidosis	HP:0003128	Lactic acidosis	3	
Feeding intolerance	Feeding difficulties	HP:0011968	Feeding difficulties	3	HP:0011968
feeding issues	Feeding difficulties in infancy	HP:0008872	Feeding difficulties in infancy	3	PARENT:HP:0011968
Fetal akinesia deformation sequence	Fetal akinesia sequence	HP:0001989	Fetal akinesia sequence	3	
fetal edema	Edema	HP:0000969	Edema	3	
Fetal edema	Fetal skin edema	HP:0025672	Fetal skin edema	3	HP:0001789
focal epilepsy	Focal seizures	HP:0007359	Focal-onset seizure	3	HP:0007359
Foreshortened vertebral bodies	Abnormal form of the vertebral bodies	HP:0003312	Abnormal form of the vertebral bodies	3	PARENT:HP:0003468
Gastrointestinal anomalies	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	3	HP:0011024
gastrointestinal defects	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	3	HP:0011024
Gastrointestinal dysfunction	Functional abnormality of the gastrointestinal tract	HP:0012719	Functional abnormality of the gastrointestinal tract	3	HP:0012719
gastrointestinal manifestations	Abnormality of the gastrointestinal tract	HP:0011024	Abnormality of the gastrointestinal tract	3	HP:0011024
genitourinary defects	Abnormality of the genitourinary system	HP:0000119	Abnormality of the genitourinary system	3	HP:0000119
Hand and foot anomalies	Hand anomaly	HP:0001155	Abnormality of the hand	3	HP:0001155
Hand wringing	Stereotypical hand wringing	HP:0012171	Stereotypical hand wringing	3	HP:0012171
Heart anomalies	Abnormality of the heart	HP:0001627	Abnormal heart morphology	3	HP:0001627
hematologic abnormalities	Abnormality of blood and blood-forming tissues	HP:0001871	Abnormality of blood and blood-forming tissues	3	HP:0001871
Hemorrhage	Abnormal bleeding	HP:0001892	Abnormal bleeding	3	HP:0001892
hepatopathy	Abnormality of the liver	HP:0001392	Abnormality of the liver	3	HP:0001392
Herniae	Hernia	HP:0100790	Hernia	3	HP:0100790
High clavicles	Abnormal clavicle morphology	HP:0000889	Abnormal clavicle morphology	3	PARENT:HP:0000765
Highly arched palate	High palate	HP:0000218	High palate	3	HP:0000218
hyperechogenic cardiac focus	Echogenic intracardiac focus	HP:0010942	Echogenic intracardiac focus	3	
Hyperkeratotic lesions	Hyperkeratosis	HP:0000962	Hyperkeratosis	3	HP:0000962
hypertonia in the lower extremities	Hypertonia	HP:0001276	Hypertonia	3	
hypocalvaria	Aplasia/Hypoplasia of the calvaria	HP:6000872	Aplasia/Hypoplasia of the calvaria	3	
hypolobated lungs	Hypoplasia of the lung	HP:0002089	Pulmonary hypoplasia	3	
hypoplastic cerebral frontal lobes	Hypoplasia of the frontal lobe	HP:0007333	Hypoplasia of the frontal lobes	3	
Hypoplastic external genitalia	External genital hypoplasia	HP:0003241	External genital hypoplasia	3	HP:0003241
Hypoplastic midface	Midface hypoplasia	HP:0011800	Midface retrusion	3	HP:0011800
Hypothalamic dysfunction	Abnormal hypothalamus physiology	HP:0012285	Abnormal hypothalamus physiology	3	HP:0012285
Ichthyosiform skin lesions	Ichthyosis	HP:0008064	Ichthyosis	3	HP:0008064
Impaired color vision	Abnormal color vision	HP:0000551	Color vision defect	3	HP:0000551
Impaired kidney function	Renal insufficiency	HP:0000083	Renal insufficiency	3	HP:0000083
Impaired respiratory function	Abnormal respiratory system physiology	HP:0002795	Abnormal respiratory system physiology	3	HP:0002795
Impaired visual acuity	Decreased visual acuity	HP:0007663	Reduced visual acuity	3	HP:0007663
Increased hair	Hypertrichosis	HP:0000998	Hypertrichosis	3	
Inguinal herniae	Inguinal hernia	HP:0000023	Inguinal hernia	3	HP:0000023
Initial hypotonia	Hypotonia	HP:0001252	Hypotonia	3	HP:0001252
insulin-dependent diabetes mellitus	Type I diabetes mellitus	HP:0100651	Type I diabetes mellitus	3	
Intracerebral calcifications	Intracranial calcification	HP:0430048	Intracranial calcification	3	HP:0430048
Intractable dyspnea	Dyspnea	HP:0002094	Dyspnea	3	
intractable pain	Pain	HP:0012531	Pain	3	PARENT:HP:0025142
intrauterine fetal growth retardation	Intrauterine growth retardation	HP:0001511	Intrauterine growth retardation	3	
Intrauterine growth deficiency	Intrauterine growth retardation	HP:0001511	Intrauterine growth retardation	3	HP:0001511
Iris heterochromia	Heterochromia iridis	HP:0001100	Heterochromia iridis	3	HP:0001100
irregular menstrual cycles	Irregular menstruation	HP:0000858	Irregular menstruation	3	HP:0000858
Junctional epidermolysis bullosa	Abnormal dermoepidermal junction morphology	HP:0031538	Abnormal dermoepidermal junction morphology	3	
Kidney manifestations	Abnormality of the kidney	HP:0000077	Abnormality of the kidney	3	HP:0000077
Knock-knee	Genu valgum	HP:0002857	Genu valgum	3	HP:0002857
large airway obstruction	Upper airway obstruction	HP:0002781	Upper airway obstruction	3	
Large hands and feet	Macrodactyly	HP:0004099	Macrodactyly	3	HP:0001176+HP:0001833
Lateral displacement of inner canthi	Telecanthus	HP:0000506	Telecanthus	3	HP:0000506
left femur fracture	Femur fracture	HP:0031846	Femur fracture	3	
left hydronephrosis	Hydronephrosis	HP:0000126	Hydronephrosis	3	
Left ventricle hypoplasia	Hypoplastic left ventricle	HP:0004383	Hypoplastic left ventricle	3	
Limb defects	Abnormality of limbs	HP:0040064	Abnormality of limbs	3	HP:0040064
limb deficiencies	Abnormality of limbs	HP:0040064	Abnormality of limbs	3	
Limb reduction defects	Abnormality of limbs	HP:0040064	Abnormality of limbs	3	PARENT:HP:0000118
Linear growth failure	Short stature	HP:0004322	Short stature	3	HP:0004322
liver ductal plate malformation	Malformation of the hepatic ductal plate	HP:0006563	Malformation of the hepatic ductal plate	3	
Long fingers and toes	Long toes	HP:0010511	Long toe	3	HP:0010511
Long fingers and toes	Long fingers	HP:0100807	Long fingers	3	HP:0100807
long-QT syndrome	Long QT syndrome	HP:0001657	Prolonged QT interval	3	
loss of initiative	Apathy	HP:0000741	Apathy	3	HP:0000741
Loss of night vision	Night blindness	HP:0000662	Nyctalopia	3	HP:0000662
Loss of proprioception	Impaired proprioception	HP:0010831	Impaired proprioception	3	HP:0010831
Loss of skills	Developmental regression	HP:0002376	Developmental regression	3	HP:0002376
loss of tendon reflexes	Absent deep tendon reflexes	HP:0001284	Areflexia	3	HP:0001284
low bone mineral density	Decreased bone mineral density	HP:0004349	Reduced bone mineral density	3	HP:0004349
Low-set and posteriorly rotated ears	Posteriorly rotated ear	HP:0000358	Posteriorly rotated ears	3	HP:0000358
Low-set and posteriorly rotated ears	Low set ear	HP:0000369	Low-set ears	3	HP:0000369
lower-limb focal dystonia	Dystonia	HP:0001332	Dystonia	3	PARENT:HP:0100022
Lower-limb spasticity	Spasticity of lower limbs	HP:0002061	Lower limb spasticity	3	HP:0002061
Macrocranium	Macrocephaly	HP:0000256	Macrocephaly	3	HP:0000256
Malformations of cortical development	Abnormal cerebral cortex morphology	HP:0002538	Abnormal cerebral cortex morphology	3	HP:0002538
Malignancies	Neoplasm	HP:0002664	Neoplasm	3	HP:0002664
Maternal mosaicism for long-QT syndrome	Long QT syndrome	HP:0001657	Prolonged QT interval	3	
Medullary stenosis	Spinal canal stenosis	HP:0003416	Spinal canal stenosis	3	HP:0003416
Metaphyseal broadening of the long bones	Metaphyseal widening	HP:0003016	Metaphyseal widening	3	HP:0003016
Metaphyseal cupping of the distal ulna	Metaphyseal cupping	HP:0003021	Metaphyseal cupping	3	PARENT:HP:0000944
midshaft cortical thickening	Cortical thickening of long bone diaphyses	HP:0005791	Cortical thickening of long bone diaphyses	3	
mild disability	Intellectual disability	HP:0001249	Intellectual disability	3	
Mild prominence of supraorbital ridge	Prominent supraorbital ridges	HP:0000336	Prominent supraorbital ridges	3	HP:0000336
Mild-to-severe intellectual disability	Intellectual disability	HP:0001249	Intellectual disability	3	PARENT:HP:0001249
Missing teeth	Hypodontia	HP:0000668	Hypodontia	3	HP:0000668
Mitochondrial hyperplasia in liver	Abnormality of the mitochondrion	HP:0012103	Abnormality of the mitochondrion	3	NON
Mitochondrial hyperplasia in renal tubules	Abnormality of the mitochondrion	HP:0012103	Abnormality of the mitochondrion	3	NON
moderate-to-profound intellectual disability	Intellectual disability	HP:0001249	Intellectual disability	3	PARENT:HP:0001249
motor neuron disease	Abnormal motor neuron morphology	HP:0002450	Abnormal motor neuron morphology	3	
multiple bone fractures	Multiple fractures	HP:0002757	Recurrent fractures	3	
multiple deficiencies of respiratory chain enzymes	Mitochondrial respiratory chain defects	HP:0200125	Mitochondrial respiratory chain defects	3	
myotubular myopathy	Myopathy	HP:0003198	Myopathy	3	
narrow disc spaces	Narrow intervertebral disc spaces	HP:0002945	Intervertebral space narrowing	3	HP:0002945
Narrow upper thoracic inlet	Narrow thorax	HP:0000774	Narrow chest	3	PARENT:HP:0005257
neonatal distress	Respiratory distress of newborn	HP:0002643	Neonatal respiratory distress	3	
Neurobehavioral manifestations	Atypical behavior	HP:0000708	Atypical behavior	3	PARENT:HP:0011446
neurodevelopmental disorders	Neurodevelopmental abnormality	HP:0012759	Neurodevelopmental abnormality	3	HP:0012759
Neurologic dysfunction	Neurological abnormality	HP:0000707	Abnormality of the nervous system	3	HP:0000707
Neurologic manifestations	Abnormality of the nervous system	HP:0000707	Abnormality of the nervous system	3	HP:0000707
neurologic regression	Developmental regression	HP:0002376	Developmental regression	3	HP:0002376
non-immune hydrops	Nonimmune hydrops fetalis	HP:0001790	Nonimmune hydrops fetalis	3	
oligopapillary hypoplasia of kidneys	Renal hypoplasia	HP:0000089	Renal hypoplasia	3	
Oligosyndactyly	Oligodactyly	HP:0012165	Oligodactyly	3	HP:0012165
Oncocytoma	Renal oncocytoma	HP:0011798	Renal oncocytoma	3	HP:0011798
Open-angle glaucoma	Open angle glaucoma	HP:0012108	Open angle glaucoma	3	HP:0012108
ophthalmologic abnormalities	Abnormality of the eye	HP:0000478	Abnormality of the eye	3	HP:0000478
oral apraxia	Apraxia	HP:0002186	Apraxia	3	
overtubulation of the long bones	Overtubulated long bones	HP:0006391	Overtubulated long bones	3	HP:0006391
pancreatic agenesis	Pancreatic aplasia	HP:0100801	Pancreatic aplasia	3	
Parkinsonian features	Parkinsonism	HP:0001300	Parkinsonism	3	HP:0001300
Patent ductus arteriosis	Patent ductus arteriosus	HP:0001643	Patent ductus arteriosus	3	HP:0001643
peg lateral incisors	Peg-shaped teeth	HP:0000698	Conical tooth	3	
Periosteal cloaking	Periosteal reaction	HP:0031485	Subperiosteal bone formation	3	HP:0031485
Peripheral facial paralysis	Facial palsy	HP:0010628	Facial palsy	3	
peripheral hypertonia	Hypertonia	HP:0001276	Hypertonia	3	HP:0001276
